season,game_pk,pitcher_id,pitcher_hand,venue_id,archetype,e_bf,e_k,observed_bf,observed_k,park_k_factor_by_hand,days_rest_bucket,pitcher_pre_game_k_pct
2025,778066,686613,R,4,Power-FF,22.255935180017907,6.428845120233147,24,9,1.0702,first_or_il_return,0.2803738317757009
2025,778067,543294,R,1,Offspeed-heavy,21.78518739582809,4.104552926468142,26,3,1.1606,first_or_il_return,0.1415120329010803
2025,778067,656427,R,1,Breaking-heavy,21.395987293509677,6.24115200555685,26,8,1.1606,first_or_il_return,0.2920458179492397
2025,778068,656731,R,2889,Power-FF,23.73015865927245,5.54562313495876,23,6,0.9906,first_or_il_return,0.28661102489899204
2025,778069,663855,R,2395,Sinker-ball,23.70336618685222,5.4469969283456265,21,7,1.0245,first_or_il_return,0.19181578556578557
2025,778070,571578,L,5325,Sinker-ball,22.778507799931845,4.216138396882665,23,2,1.0527,first_or_il_return,0.1796362079355514
2025,778070,622491,R,5325,Power-FF,23.76940861720395,4.712804692722946,23,2,1.0576,first_or_il_return,0.21335027974032125
2025,778071,500779,L,32,Sinker-ball,25.316356610702762,4.630605073934383,23,6,1.1058,first_or_il_return,0.17377318789755
2025,778071,592791,R,32,Power-FF,25.63565417518917,5.546918706431676,22,5,1.167,first_or_il_return,0.18808670421573645
2025,778072,663460,L,2,Balanced,25.23821880930553,6.963030891604236,19,3,1.141,first_or_il_return,0.27205987170349255
